EDA,HR,TEMP
0.38743001222610474,82.0,38.57099914550781
0.36656200885772705,82.0,38.57099914550781
0.3925909996032715,82.0,38.57099914550781
0.3925909996032715,82.0,38.566001892089844
0.4169999957084656,82.0,38.566001892089844
0.4169999957084656,82.0,38.599998474121094
0.3718329966068268,82.0,38.599998474121094
0.3718329966068268,82.0,38.47200012207031
0.38081198930740356,82.0,38.47200012207031
0.38081198930740356,82.0,38.52299880981445
0.37223100662231445,82.0,38.52299880981445
0.37223100662231445,87.0,38.52299880981445
0.3860749900341034,87.0,38.52299880981445
0.3860749900341034,87.0,38.652000427246094
0.4366619884967804,87.0,38.652000427246094
0.4366619884967804,87.0,38.529998779296875
0.4338560104370117,87.0,38.529998779296875
0.4338560104370117,87.0,38.54899978637695
0.40117400884628296,87.0,38.54899978637695
0.40228700637817383,87.0,38.54899978637695
0.40228700637817383,87.0,38.520999908447266
0.38842499256134033,87.0,38.520999908447266
0.38842499256134033,87.0,38.4739990234375
0.437622994184494,87.0,38.4739990234375
0.437622994184494,87.0,38.52399826049805
0.437622994184494,86.0,38.52399826049805
0.3858180046081543,86.0,38.52399826049805
0.43372100591659546,86.0,38.52399826049805
0.43372100591659546,86.0,38.54600143432617
0.53786700963974,86.0,38.54600143432617
0.53786700963974,86.0,38.52000045776367
0.5200499892234802,86.0,38.52000045776367
0.5200499892234802,86.0,38.50899887084961
0.5459309816360474,86.0,38.50899887084961
0.4379819929599762,86.0,38.50899887084961
0.4379819929599762,86.0,38.53900146484375
0.4107210040092468,86.0,38.53900146484375
0.4107210040092468,86.0,38.516998291015625
0.3791100084781647,86.0,38.516998291015625
0.3791100084781647,86.0,38.542999267578125
0.39073899388313293,86.0,38.542999267578125
0.43679898977279663,86.0,38.542999267578125
0.43679898977279663,86.0,38.55400085449219
0.43679898977279663,80.0,38.55400085449219
0.400734007358551,80.0,38.55400085449219
0.400734007358551,80.0,38.487998962402344
0.3998819887638092,80.0,38.487998962402344
0.3998819887638092,80.0,38.566001892089844
0.41735100746154785,80.0,38.566001892089844
0.41735100746154785,80.0,38.5989990234375
0.3817729949951172,80.0,38.5989990234375
0.3844529986381531,80.0,38.5989990234375
0.3844529986381531,80.0,38.542999267578125
0.3844529986381531,88.0,38.542999267578125
0.40864598751068115,88.0,38.542999267578125
0.40864598751068115,88.0,38.55400085449219
0.40675801038742065,88.0,38.55400085449219
0.40675801038742065,88.0,38.52299880981445
0.378387987613678,88.0,38.52299880981445
0.378387987613678,88.0,38.61600112915039
0.38605400919914246,88.0,38.61600112915039
0.38189899921417236,88.0,38.61600112915039
0.38189899921417236,88.0,38.54999923706055
0.41439199447631836,88.0,38.54999923706055
0.41439199447631836,88.0,38.66400146484375
0.3975279927253723,88.0,38.66400146484375
0.3975279927253723,88.0,38.60599899291992
0.3975279927253723,88.0,38.60599899291992
0.39513400197029114,88.0,38.60599899291992
0.3972780108451843,88.0,38.60599899291992
0.3972780108451843,88.0,38.54600143432617
0.395673006772995,88.0,38.54600143432617
0.395673006772995,88.0,38.590999603271484
0.3775250017642975,88.0,38.590999603271484
0.3775250017642975,88.0,38.680999755859375
0.41572898626327515,88.0,38.680999755859375
0.40547698736190796,88.0,38.680999755859375
0.40547698736190796,88.0,38.577999114990234
0.40547698736190796,88.0,38.577999114990234
0.3998129963874817,88.0,38.577999114990234
0.3998129963874817,88.0,38.534000396728516
0.3803330063819885,88.0,38.534000396728516
0.3998819887638092,88.0,38.534000396728516
0.3998819887638092,88.0,38.54199981689453
0.3676469922065735,88.0,38.54199981689453
0.3676469922065735,88.0,38.624000549316406
0.39605599641799927,88.0,38.624000549316406
0.39605599641799927,88.0,38.69599914550781
0.3825500011444092,88.0,38.69599914550781
0.3825500011444092,88.0,38.69599914550781
0.42096298933029175,88.0,38.69599914550781
0.42096298933029175,88.0,38.584999084472656
0.39628198742866516,88.0,38.584999084472656
0.39628198742866516,88.0,38.678001403808594
0.3998129963874817,88.0,38.678001403808594
0.3998129963874817,88.0,38.64799880981445
0.3952459990978241,88.0,38.64799880981445
0.3952459990978241,88.0,38.56399917602539
0.4294629991054535,88.0,38.56399917602539
0.4136520028114319,88.0,38.56399917602539
0.4136520028114319,88.0,38.5989990234375
0.4106239974498749,88.0,38.5989990234375
0.4106239974498749,88.0,38.64899826049805
0.4106239974498749,86.0,38.64899826049805
0.4277989864349365,86.0,38.64899826049805
0.4277989864349365,86.0,38.6349983215332
0.3869340121746063,86.0,38.6349983215332
0.42469000816345215,86.0,38.6349983215332
0.42469000816345215,86.0,38.630001068115234
0.3990330100059509,86.0,38.630001068115234
0.3990330100059509,86.0,38.6619987487793
0.39585399627685547,86.0,38.6619987487793
0.39585399627685547,86.0,38.676998138427734
0.4007579982280731,86.0,38.676998138427734
0.39834699034690857,86.0,38.676998138427734
0.39834699034690857,86.0,38.54100036621094
0.39834699034690857,87.0,38.54100036621094
0.4045340120792389,87.0,38.54100036621094
0.4045340120792389,87.0,38.624000549316406
0.41424301266670227,87.0,38.624000549316406
0.41424301266670227,87.0,38.69599914550781
0.37330999970436096,87.0,38.69599914550781
